travelCode,userCode,name,place,days,price,total,date,price_per_day,year,month,stay_category,hotel_popularity,place_popularity,user_avg_spend
72702,707,Hotel K,Salvador (BH),1,263.41,263.41,2019-12-26,263.41,2019,12,short,5094,5094,548.325
72708,707,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-02-06,208.04,2020,2,short,4205,4205,548.325
72710,707,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-02-20,60.39,2020,2,short,4333,4333,548.325
72713,707,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-03-12,208.04,2020,3,medium,4205,4205,548.325
72715,707,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-03-26,208.04,2020,3,short,4205,4205,548.325
72717,707,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-04-09,313.02,2020,4,short,3330,3330,548.325
72718,707,Hotel K,Salvador (BH),3,263.41,790.23,2020-04-16,263.41,2020,4,medium,5094,5094,548.325
72728,707,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-06-25,139.1,2020,6,medium,4828,4828,548.325
72729,707,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-07-02,247.62,2020,7,medium,4437,4437,548.325
72735,707,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-08-13,60.39,2020,8,medium,4333,4333,548.325
72737,707,Hotel BD,Natal (RN),2,242.88,485.76,2020-08-27,242.88,2020,8,short,4829,4829,548.325
72739,707,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-09-10,165.99,2020,9,medium,5029,5029,548.325
72746,707,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-10-29,60.39,2020,10,medium,4333,4333,548.325
72747,707,Hotel K,Salvador (BH),2,263.41,526.82,2020-11-05,263.41,2020,11,short,5094,5094,548.325
72754,707,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-12-24,60.39,2020,12,short,4333,4333,548.325
72756,707,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-01-07,60.39,2021,1,medium,4333,4333,548.325
72757,707,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-01-14,247.62,2021,1,medium,4437,4437,548.325
72766,707,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-03-18,313.02,2021,3,medium,3330,3330,548.325
72775,707,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-05-20,60.39,2021,5,short,4333,4333,548.325
72777,707,Hotel K,Salvador (BH),4,263.41,1053.64,2021-06-03,263.41,2021,6,medium,5094,5094,548.325
72782,707,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-07-08,247.62,2021,7,short,4437,4437,548.325
72783,707,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-07-15,139.1,2021,7,medium,4828,4828,548.325
72784,707,Hotel BD,Natal (RN),3,242.88,728.64,2021-07-22,242.88,2021,7,medium,4829,4829,548.325
72785,707,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-07-29,165.99,2021,7,short,5029,5029,548.325
72786,707,Hotel AU,Recife (PE),4,312.83,1251.32,2021-08-05,312.83,2021,8,medium,4467,4467,548.325
72787,707,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-08-12,247.62,2021,8,short,4437,4437,548.325
72794,707,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-09-30,313.02,2021,9,medium,3330,3330,548.325
72795,707,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-10-07,165.99,2021,10,medium,5029,5029,548.325
72798,707,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-10-28,208.04,2021,10,medium,4205,4205,548.325
72803,707,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-12-02,208.04,2021,12,short,4205,4205,548.325
72808,707,Hotel AU,Recife (PE),3,312.83,938.49,2022-01-06,312.83,2022,1,medium,4467,4467,548.325
72809,707,Hotel K,Salvador (BH),4,263.41,1053.64,2022-01-13,263.41,2022,1,medium,5094,5094,548.325
72810,707,Hotel AU,Recife (PE),3,312.83,938.49,2022-01-20,312.83,2022,1,medium,4467,4467,548.325
72813,707,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-02-10,247.62,2022,2,short,4437,4437,548.325
72815,707,Hotel BD,Natal (RN),2,242.88,485.76,2022-02-24,242.88,2022,2,short,4829,4829,548.325
72821,707,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-04-07,247.62,2022,4,short,4437,4437,548.325
72822,707,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-04-14,247.62,2022,4,medium,4437,4437,548.325
72827,707,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-05-19,139.1,2022,5,short,4828,4828,548.325
72830,707,Hotel A,Florianopolis (SC),2,313.02,626.04,2022-06-09,313.02,2022,6,short,3330,3330,548.325
72842,708,Hotel K,Salvador (BH),2,263.41,526.82,2019-09-26,263.41,2019,9,short,5094,5094,638.8432432432433
72845,708,Hotel AU,Recife (PE),3,312.83,938.49,2019-10-17,312.83,2019,10,medium,4467,4467,638.8432432432433
72848,708,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-11-07,208.04,2019,11,medium,4205,4205,638.8432432432433
72849,708,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-11-14,165.99,2019,11,short,5029,5029,638.8432432432433
72850,708,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2019-11-21,139.1,2019,11,medium,4828,4828,638.8432432432433
72856,708,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-01-02,208.04,2020,1,short,4205,4205,638.8432432432433
72858,708,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-01-16,247.62,2020,1,medium,4437,4437,638.8432432432433
72862,708,Hotel AU,Recife (PE),1,312.83,312.83,2020-02-13,312.83,2020,2,short,4467,4467,638.8432432432433
72866,708,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-12,263.41,2020,3,medium,5094,5094,638.8432432432433
72867,708,Hotel AU,Recife (PE),3,312.83,938.49,2020-03-19,312.83,2020,3,medium,4467,4467,638.8432432432433
72872,708,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-04-23,247.62,2020,4,short,4437,4437,638.8432432432433
72874,708,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-05-07,139.1,2020,5,medium,4828,4828,638.8432432432433
72882,708,Hotel K,Salvador (BH),2,263.41,526.82,2020-07-02,263.41,2020,7,short,5094,5094,638.8432432432433
72883,708,Hotel K,Salvador (BH),3,263.41,790.23,2020-07-09,263.41,2020,7,medium,5094,5094,638.8432432432433
72885,708,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-07-23,139.1,2020,7,short,4828,4828,638.8432432432433
72889,708,Hotel AU,Recife (PE),3,312.83,938.49,2020-08-20,312.83,2020,8,medium,4467,4467,638.8432432432433
72893,708,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-09-17,60.39,2020,9,medium,4333,4333,638.8432432432433
72894,708,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-09-24,139.1,2020,9,medium,4828,4828,638.8432432432433
72895,708,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-10-01,165.99,2020,10,short,5029,5029,638.8432432432433
72898,708,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-10-22,247.62,2020,10,medium,4437,4437,638.8432432432433
72900,708,Hotel BD,Natal (RN),1,242.88,242.88,2020-11-05,242.88,2020,11,short,4829,4829,638.8432432432433
72901,708,Hotel BD,Natal (RN),4,242.88,971.52,2020-11-12,242.88,2020,11,medium,4829,4829,638.8432432432433
72904,708,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-12-03,313.02,2020,12,medium,3330,3330,638.8432432432433
72905,708,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-12-10,313.02,2020,12,medium,3330,3330,638.8432432432433
72906,708,Hotel AU,Recife (PE),4,312.83,1251.32,2020-12-17,312.83,2020,12,medium,4467,4467,638.8432432432433
72908,708,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-12-31,247.62,2020,12,short,4437,4437,638.8432432432433
72913,708,Hotel K,Salvador (BH),1,263.41,263.41,2021-02-04,263.41,2021,2,short,5094,5094,638.8432432432433
72921,708,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-04-01,313.02,2021,4,medium,3330,3330,638.8432432432433
72930,708,Hotel AU,Recife (PE),2,312.83,625.66,2021-06-03,312.83,2021,6,short,4467,4467,638.8432432432433
72932,708,Hotel BD,Natal (RN),1,242.88,242.88,2021-06-17,242.88,2021,6,short,4829,4829,638.8432432432433
72935,708,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-07-08,247.62,2021,7,short,4437,4437,638.8432432432433
72944,708,Hotel AU,Recife (PE),3,312.83,938.49,2021-09-09,312.83,2021,9,medium,4467,4467,638.8432432432433
72953,708,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-11-11,247.62,2021,11,medium,4437,4437,638.8432432432433
72956,708,Hotel K,Salvador (BH),1,263.41,263.41,2021-12-02,263.41,2021,12,short,5094,5094,638.8432432432433
72958,708,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-12-16,313.02,2021,12,medium,3330,3330,638.8432432432433
72962,708,Hotel K,Salvador (BH),4,263.41,1053.64,2022-01-13,263.41,2022,1,medium,5094,5094,638.8432432432433
72970,708,Hotel AU,Recife (PE),2,312.83,625.66,2022-03-10,312.83,2022,3,short,4467,4467,638.8432432432433
72977,709,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2019-09-26,139.1,2019,9,medium,4828,4828,402.255625
72978,709,Hotel AU,Recife (PE),1,312.83,312.83,2019-10-03,312.83,2019,10,short,4467,4467,402.255625
72985,709,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-11-21,60.39,2019,11,short,4333,4333,402.255625
72986,709,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-11-28,165.99,2019,11,short,5029,5029,402.255625
72992,709,Hotel BD,Natal (RN),2,242.88,485.76,2020-01-09,242.88,2020,1,short,4829,4829,402.255625
72995,709,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-01-30,165.99,2020,1,short,5029,5029,402.255625
73000,709,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-03-05,247.62,2020,3,medium,4437,4437,402.255625
73003,709,Hotel BD,Natal (RN),4,242.88,971.52,2020-03-26,242.88,2020,3,medium,4829,4829,402.255625
73010,709,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-05-14,60.39,2020,5,medium,4333,4333,402.255625
73019,709,Hotel AU,Recife (PE),1,312.83,312.83,2020-07-16,312.83,2020,7,short,4467,4467,402.255625
73024,709,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-08-20,165.99,2020,8,short,5029,5029,402.255625
73025,709,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-08-27,165.99,2020,8,medium,5029,5029,402.255625
73026,709,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-09-03,60.39,2020,9,medium,4333,4333,402.255625
73029,709,Hotel BD,Natal (RN),4,242.88,971.52,2020-09-24,242.88,2020,9,medium,4829,4829,402.255625
73032,709,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-10-15,139.1,2020,10,short,4828,4828,402.255625
73036,709,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-11-12,208.04,2020,11,short,4205,4205,402.255625
73038,710,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-03,208.04,2019,10,short,4205,4205,633.7364150943396
73039,710,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-10-10,208.04,2019,10,medium,4205,4205,633.7364150943396
73048,710,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-12-12,313.02,2019,12,medium,3330,3330,633.7364150943396
73050,710,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-12-26,208.04,2019,12,medium,4205,4205,633.7364150943396
73057,710,Hotel AU,Recife (PE),4,312.83,1251.32,2020-02-13,312.83,2020,2,medium,4467,4467,633.7364150943396
73062,710,Hotel BD,Natal (RN),2,242.88,485.76,2020-03-19,242.88,2020,3,short,4829,4829,633.7364150943396
73066,710,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-04-16,165.99,2020,4,medium,5029,5029,633.7364150943396
73068,710,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-04-30,165.99,2020,4,medium,5029,5029,633.7364150943396
73073,710,Hotel K,Salvador (BH),4,263.41,1053.64,2020-06-04,263.41,2020,6,medium,5094,5094,633.7364150943396
73076,710,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-06-25,208.04,2020,6,medium,4205,4205,633.7364150943396
73079,710,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-07-16,208.04,2020,7,medium,4205,4205,633.7364150943396
73086,710,Hotel K,Salvador (BH),4,263.41,1053.64,2020-09-03,263.41,2020,9,medium,5094,5094,633.7364150943396
73090,710,Hotel K,Salvador (BH),3,263.41,790.23,2020-10-01,263.41,2020,10,medium,5094,5094,633.7364150943396
73098,710,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-11-26,60.39,2020,11,short,4333,4333,633.7364150943396
73099,710,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-12-03,60.39,2020,12,short,4333,4333,633.7364150943396
73100,710,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-12-10,247.62,2020,12,medium,4437,4437,633.7364150943396
73106,710,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-01-21,208.04,2021,1,medium,4205,4205,633.7364150943396
73107,710,Hotel AU,Recife (PE),4,312.83,1251.32,2021-01-28,312.83,2021,1,medium,4467,4467,633.7364150943396
73116,710,Hotel AU,Recife (PE),4,312.83,1251.32,2021-04-01,312.83,2021,4,medium,4467,4467,633.7364150943396
73117,710,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-04-08,208.04,2021,4,short,4205,4205,633.7364150943396
73118,710,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-04-15,208.04,2021,4,medium,4205,4205,633.7364150943396
73124,710,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-05-27,60.39,2021,5,medium,4333,4333,633.7364150943396
73125,710,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-06-03,247.62,2021,6,short,4437,4437,633.7364150943396
73126,710,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-06-10,313.02,2021,6,medium,3330,3330,633.7364150943396
73128,710,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-06-24,313.02,2021,6,short,3330,3330,633.7364150943396
73131,710,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-07-15,247.62,2021,7,short,4437,4437,633.7364150943396
73132,710,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-07-22,313.02,2021,7,short,3330,3330,633.7364150943396
73135,710,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-08-12,139.1,2021,8,short,4828,4828,633.7364150943396
73137,710,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-08-26,313.02,2021,8,short,3330,3330,633.7364150943396
73138,710,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-09-02,247.62,2021,9,medium,4437,4437,633.7364150943396
73139,710,Hotel K,Salvador (BH),2,263.41,526.82,2021-09-09,263.41,2021,9,short,5094,5094,633.7364150943396
73152,710,Hotel BD,Natal (RN),1,242.88,242.88,2021-12-09,242.88,2021,12,short,4829,4829,633.7364150943396
73154,710,Hotel BD,Natal (RN),4,242.88,971.52,2021-12-23,242.88,2021,12,medium,4829,4829,633.7364150943396
73160,710,Hotel BD,Natal (RN),1,242.88,242.88,2022-02-03,242.88,2022,2,short,4829,4829,633.7364150943396
73163,710,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-02-24,139.1,2022,2,short,4828,4828,633.7364150943396
73166,710,Hotel AU,Recife (PE),4,312.83,1251.32,2022-03-17,312.83,2022,3,medium,4467,4467,633.7364150943396
73168,710,Hotel K,Salvador (BH),2,263.41,526.82,2022-03-31,263.41,2022,3,short,5094,5094,633.7364150943396
73169,710,Hotel K,Salvador (BH),1,263.41,263.41,2022-04-07,263.41,2022,4,short,5094,5094,633.7364150943396
73170,710,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-04-14,139.1,2022,4,medium,4828,4828,633.7364150943396
73171,710,Hotel BD,Natal (RN),1,242.88,242.88,2022-04-21,242.88,2022,4,short,4829,4829,633.7364150943396
73177,710,Hotel AU,Recife (PE),1,312.83,312.83,2022-06-02,312.83,2022,6,short,4467,4467,633.7364150943396
73179,710,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-06-16,313.02,2022,6,medium,3330,3330,633.7364150943396
73180,710,Hotel K,Salvador (BH),4,263.41,1053.64,2022-06-23,263.41,2022,6,medium,5094,5094,633.7364150943396
73181,710,Hotel BD,Natal (RN),4,242.88,971.52,2022-06-30,242.88,2022,6,medium,4829,4829,633.7364150943396
73182,710,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-07-07,313.02,2022,7,medium,3330,3330,633.7364150943396
73183,710,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-07-14,60.39,2022,7,short,4333,4333,633.7364150943396
73188,710,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-08-18,247.62,2022,8,medium,4437,4437,633.7364150943396
73189,710,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-08-25,247.62,2022,8,medium,4437,4437,633.7364150943396
73195,710,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-10-06,247.62,2022,10,short,4437,4437,633.7364150943396
73196,710,Hotel A,Florianopolis (SC),4,313.02,1252.08,2022-10-13,313.02,2022,10,medium,3330,3330,633.7364150943396
73197,710,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-10-20,165.99,2022,10,medium,5029,5029,633.7364150943396
73198,710,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-10-27,247.62,2022,10,short,4437,4437,633.7364150943396
73201,710,Hotel K,Salvador (BH),3,263.41,790.23,2022-11-17,263.41,2022,11,medium,5094,5094,633.7364150943396
73207,711,Hotel K,Salvador (BH),4,263.41,1053.64,2019-10-31,263.41,2019,10,medium,5094,5094,557.9654285714286
73210,711,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-11-21,60.39,2019,11,short,4333,4333,557.9654285714286
73221,711,Hotel K,Salvador (BH),3,263.41,790.23,2020-02-06,263.41,2020,2,medium,5094,5094,557.9654285714286
73223,711,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-02-20,208.04,2020,2,medium,4205,4205,557.9654285714286
73225,711,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-03-05,247.62,2020,3,medium,4437,4437,557.9654285714286
73226,711,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-12,263.41,2020,3,medium,5094,5094,557.9654285714286
73231,711,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-04-16,208.04,2020,4,short,4205,4205,557.9654285714286
73233,711,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-04-30,247.62,2020,4,short,4437,4437,557.9654285714286
73243,711,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-07-09,313.02,2020,7,medium,3330,3330,557.9654285714286
73247,711,Hotel BD,Natal (RN),3,242.88,728.64,2020-08-06,242.88,2020,8,medium,4829,4829,557.9654285714286
73251,711,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-09-03,139.1,2020,9,medium,4828,4828,557.9654285714286
73254,711,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-09-24,165.99,2020,9,medium,5029,5029,557.9654285714286
73258,711,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-10-22,60.39,2020,10,short,4333,4333,557.9654285714286
73260,711,Hotel K,Salvador (BH),4,263.41,1053.64,2020-11-05,263.41,2020,11,medium,5094,5094,557.9654285714286
73262,711,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-11-19,139.1,2020,11,short,4828,4828,557.9654285714286
73266,711,Hotel K,Salvador (BH),4,263.41,1053.64,2020-12-17,263.41,2020,12,medium,5094,5094,557.9654285714286
73267,711,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-12-24,247.62,2020,12,medium,4437,4437,557.9654285714286
73271,711,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-01-21,313.02,2021,1,short,3330,3330,557.9654285714286
73278,711,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-03-11,60.39,2021,3,short,4333,4333,557.9654285714286
73280,711,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-03-25,60.39,2021,3,short,4333,4333,557.9654285714286
73290,711,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-06-03,139.1,2021,6,short,4828,4828,557.9654285714286
73291,711,Hotel BD,Natal (RN),2,242.88,485.76,2021-06-10,242.88,2021,6,short,4829,4829,557.9654285714286
73297,711,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-07-22,313.02,2021,7,short,3330,3330,557.9654285714286
73305,711,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-09-16,165.99,2021,9,short,5029,5029,557.9654285714286
73309,711,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-10-14,208.04,2021,10,medium,4205,4205,557.9654285714286
73313,711,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-11-11,60.39,2021,11,short,4333,4333,557.9654285714286
73320,711,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-12-30,247.62,2021,12,short,4437,4437,557.9654285714286
73322,711,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-01-13,208.04,2022,1,short,4205,4205,557.9654285714286
73324,711,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-01-27,247.62,2022,1,short,4437,4437,557.9654285714286
73328,711,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-02-24,247.62,2022,2,medium,4437,4437,557.9654285714286
73329,711,Hotel K,Salvador (BH),3,263.41,790.23,2022-03-03,263.41,2022,3,medium,5094,5094,557.9654285714286
73330,711,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-03-10,247.62,2022,3,medium,4437,4437,557.9654285714286
73331,711,Hotel AU,Recife (PE),1,312.83,312.83,2022-03-17,312.83,2022,3,short,4467,4467,557.9654285714286
73347,711,Hotel A,Florianopolis (SC),2,313.02,626.04,2022-07-07,313.02,2022,7,short,3330,3330,557.9654285714286
73349,711,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-07-21,313.02,2022,7,medium,3330,3330,557.9654285714286
73350,712,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-09-26,165.99,2019,9,medium,5029,5029,470.548275862069
73351,712,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-10-03,60.39,2019,10,short,4333,4333,470.548275862069
73362,712,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-12-19,313.02,2019,12,short,3330,3330,470.548275862069
73370,712,Hotel AU,Recife (PE),4,312.83,1251.32,2020-02-13,312.83,2020,2,medium,4467,4467,470.548275862069
73373,712,Hotel BD,Natal (RN),2,242.88,485.76,2020-03-05,242.88,2020,3,short,4829,4829,470.548275862069
73375,712,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-03-19,139.1,2020,3,short,4828,4828,470.548275862069
73376,712,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-03-26,60.39,2020,3,medium,4333,4333,470.548275862069
73382,712,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-05-07,139.1,2020,5,medium,4828,4828,470.548275862069
73384,712,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-05-21,165.99,2020,5,medium,5029,5029,470.548275862069
73386,712,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-06-04,60.39,2020,6,short,4333,4333,470.548275862069
73387,712,Hotel BD,Natal (RN),2,242.88,485.76,2020-06-11,242.88,2020,6,short,4829,4829,470.548275862069
73391,712,Hotel BD,Natal (RN),2,242.88,485.76,2020-07-09,242.88,2020,7,short,4829,4829,470.548275862069
73395,712,Hotel K,Salvador (BH),2,263.41,526.82,2020-08-06,263.41,2020,8,short,5094,5094,470.548275862069
73397,712,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-08-20,165.99,2020,8,medium,5029,5029,470.548275862069
73406,712,Hotel BD,Natal (RN),1,242.88,242.88,2020-10-22,242.88,2020,10,short,4829,4829,470.548275862069
73409,712,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-11-12,60.39,2020,11,medium,4333,4333,470.548275862069
73412,712,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-12-03,247.62,2020,12,medium,4437,4437,470.548275862069
73414,712,Hotel K,Salvador (BH),1,263.41,263.41,2020-12-17,263.41,2020,12,short,5094,5094,470.548275862069
73416,712,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-12-31,208.04,2020,12,medium,4205,4205,470.548275862069
73418,712,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-01-14,313.02,2021,1,short,3330,3330,470.548275862069
73420,712,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-01-28,165.99,2021,1,medium,5029,5029,470.548275862069
73424,712,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-02-25,313.02,2021,2,short,3330,3330,470.548275862069
73426,712,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-03-11,313.02,2021,3,short,3330,3330,470.548275862069
73431,712,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-04-15,208.04,2021,4,short,4205,4205,470.548275862069
73433,712,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-04-29,60.39,2021,4,medium,4333,4333,470.548275862069
73438,712,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-06-03,208.04,2021,6,medium,4205,4205,470.548275862069
73439,712,Hotel K,Salvador (BH),3,263.41,790.23,2021-06-10,263.41,2021,6,medium,5094,5094,470.548275862069
73444,712,Hotel K,Salvador (BH),4,263.41,1053.64,2021-07-15,263.41,2021,7,medium,5094,5094,470.548275862069
73446,712,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-07-29,60.39,2021,7,medium,4333,4333,470.548275862069
73449,713,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-03,263.41,2019,10,short,5094,5094,642.6273076923078
73450,713,Hotel AU,Recife (PE),2,312.83,625.66,2019-10-10,312.83,2019,10,short,4467,4467,642.6273076923078
73455,713,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-11-14,247.62,2019,11,medium,4437,4437,642.6273076923078
73459,713,Hotel A,Florianopolis (SC),4,313.02,1252.08,2019-12-12,313.02,2019,12,medium,3330,3330,642.6273076923078
73460,713,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-12-19,313.02,2019,12,medium,3330,3330,642.6273076923078
73467,713,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-02-06,60.39,2020,2,medium,4333,4333,642.6273076923078
73469,713,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-02-20,60.39,2020,2,medium,4333,4333,642.6273076923078
73470,713,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-02-27,313.02,2020,2,medium,3330,3330,642.6273076923078
73472,713,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-03-12,165.99,2020,3,medium,5029,5029,642.6273076923078
73477,713,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-04-16,165.99,2020,4,medium,5029,5029,642.6273076923078
73479,713,Hotel BD,Natal (RN),2,242.88,485.76,2020-04-30,242.88,2020,4,short,4829,4829,642.6273076923078
73481,713,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-14,165.99,2020,5,short,5029,5029,642.6273076923078
73482,713,Hotel K,Salvador (BH),1,263.41,263.41,2020-05-21,263.41,2020,5,short,5094,5094,642.6273076923078
